timestamp satellite flux observed_flux electron_correction electron_contaminaton energy
"2021-04-08 00:21:00" 16 3.168232565187168e-09 7.032740612089584e-09 3.86450782485781e-09 True 0.05-0.4nm
"2021-04-08 00:21:00" 16 1.742260735682066e-08 4.114307472491418e-08 2.372046559173668e-08 True 0.1-0.8nm
"2021-04-08 00:22:00" 16 3.82088094497135e-09 7.80249820309109e-09 3.9816172581197415e-09 True 0.05-0.4nm
"2021-04-08 00:22:00" 16 1.674177596555637e-08 3.983653229511219e-08 2.309475810591266e-08 True 0.1-0.8nm
"2021-04-08 00:23:00" 16 4.825922772511149e-09 8.642515147982976e-09 3.816592375471828e-09 False 0.05-0.4nm
"2021-04-08 00:23:00" 16 1.7888714509695092e-08 4.0811475088275984e-08 2.2922760578580892e-08 True 0.1-0.8nm
"2021-04-08 00:24:00" 16 4.886832716266554e-09 8.834478038011184e-09 3.9476453217446306e-09 False 0.05-0.4nm
"2021-04-08 00:24:00" 16 1.853245024108218e-08 4.055667091051873e-08 2.2024220669436542e-08 True 0.1-0.8nm
"2021-04-08 00:25:00" 16 4.050622059992293e-09 8.202890811048746e-09 4.152269195145664e-09 True 0.05-0.4nm
"2021-04-08 00:25:00" 16 1.995500120699489e-08 4.285976729079266e-08 2.2904764307440918e-08 True 0.1-0.8nm
"2021-04-08 00:26:00" 16 4.660503538644889e-09 8.617955238321429e-09 3.9574516996765405e-09 False 0.05-0.4nm
"2021-04-08 00:26:00" 16 1.817596029241031e-08 4.159592847940985e-08 2.34199664106427e-08 True 0.1-0.8nm
"2021-04-08 00:27:00" 16 4.674919562575042e-09 8.484233759986637e-09 3.809313753322385e-09 False 0.05-0.4nm
"2021-04-08 00:27:00" 16 1.9663135120140393e-08 4.3388531878463255e-08 2.372539675832286e-08 True 0.1-0.8nm
"2021-04-08 00:28:00" 16 4.439986600601742e-09 7.955550884730657e-09 3.5155642841289132e-09 False 0.05-0.4nm
"2021-04-08 00:28:00" 16 2.158310152822196e-08 4.509239559524758e-08 2.350929584338246e-08 True 0.1-0.8nm
"2021-04-08 00:29:00" 16 4.2283532231124354e-09 7.723106598689355e-09 3.4947538196661303e-09 False 0.05-0.4nm
"2021-04-08 00:29:00" 16 1.9676859253081602e-08 4.202751924253789e-08 2.235065998945629e-08 True 0.1-0.8nm
"2021-04-08 00:30:00" 16 4.772520156848259e-09 8.246304084025269e-09 3.4737837051324054e-09 False 0.05-0.4nm
"2021-04-08 00:30:00" 16 2.0499170361176763e-08 4.1021120722462e-08 2.0521950361285232e-08 True 0.1-0.8nm
"2021-04-08 00:31:00" 16 4.2138252887014e-09 7.939886081942404e-09 3.726060349151794e-09 False 0.05-0.4nm
"2021-04-08 00:31:00" 16 1.797107884726756e-08 3.790124125657712e-08 1.993016063295272e-08 True 0.1-0.8nm
"2021-04-08 00:32:00" 16 4.748121007480677e-09 8.822152786081006e-09 4.074031778600329e-09 False 0.05-0.4nm
"2021-04-08 00:32:00" 16 1.9681243301761242e-08 4.060341396439071e-08 2.092217243898631e-08 True 0.1-0.8nm
"2021-04-08 00:33:00" 16 4.97857177705896e-09 8.984738286699212e-09 4.006166509640252e-09 False 0.05-0.4nm
"2021-04-08 00:33:00" 16 2.034283141938431e-08 4.171876355485438e-08 2.1375933911826902e-08 True 0.1-0.8nm
"2021-04-08 00:34:00" 16 3.74298458893918e-09 7.800678325509125e-09 4.057693292480735e-09 True 0.05-0.4nm
"2021-04-08 00:34:00" 16 1.9115343974362983e-08 4.164548528251544e-08 2.253014130815245e-08 True 0.1-0.8nm
"2021-04-08 00:35:00" 16 5.072355868662726e-09 8.862740763504462e-09 3.790384894841736e-09 False 0.05-0.4nm
"2021-04-08 00:35:00" 16 2.0714642445796013e-08 4.3157804441307235e-08 2.2443161995511208e-08 True 0.1-0.8nm
"2021-04-08 00:36:00" 16 3.912646207027137e-09 7.800164070204119e-09 3.8875174190877715e-09 False 0.05-0.4nm
"2021-04-08 00:36:00" 16 1.899057622267719e-08 4.2266862010365e-08 2.327628578768781e-08 True 0.1-0.8nm
"2021-04-08 00:37:00" 16 3.698765738135989e-09 7.473968111071372e-09 3.775202372935382e-09 True 0.05-0.4nm
"2021-04-08 00:37:00" 16 2.1141943307156897e-08 4.360503069733568e-08 2.246308916653561e-08 True 0.1-0.8nm
"2021-04-08 00:38:00" 16 4.729642455458816e-09 8.251701544281786e-09 3.522059310867575e-09 False 0.05-0.4nm
"2021-04-08 00:38:00" 16 2.067562654417543e-08 4.254697572037003e-08 2.187134739983776e-08 True 0.1-0.8nm
"2021-04-08 00:39:00" 16 4.061082581330311e-09 8.110181859422028e-09 4.049099278091717e-09 False 0.05-0.4nm
"2021-04-08 00:39:00" 16 2.089002926197736e-08 4.389920249536772e-08 2.3009175009747193e-08 True 0.1-0.8nm
"2021-04-08 00:40:00" 16 4.410777965091483e-09 8.162318820836845e-09 3.751541299834571e-09 False 0.05-0.4nm
"2021-04-08 00:40:00" 16 2.1942675232367027e-08 4.408816423051576e-08 2.2145487221791882e-08 True 0.1-0.8nm
"2021-04-08 00:41:00" 16 4.180285007038265e-09 8.071651791397016e-09 3.8913672284479625e-09 False 0.05-0.4nm
"2021-04-08 00:41:00" 16 2.094739137703527e-08 4.412033050016362e-08 2.317293912312834e-08 True 0.1-0.8nm
"2021-04-08 00:42:00" 16 4.278724485828889e-09 7.766004728182452e-09 3.4872804643981685e-09 False 0.05-0.4nm
"2021-04-08 00:42:00" 16 2.211664451579054e-08 4.439053924443215e-08 2.2273896504998437e-08 True 0.1-0.8nm
"2021-04-08 00:43:00" 16 4.571692802102234e-09 7.876194807465708e-09 3.304502227408079e-09 False 0.05-0.4nm
"2021-04-08 00:43:00" 16 2.338882865160485e-08 4.536759234952114e-08 2.197876369791629e-08 False 0.1-0.8nm
"2021-04-08 00:44:00" 16 5.753400866836955e-09 9.421382785035348e-09 3.6679819181983934e-09 False 0.05-0.4nm
"2021-04-08 00:44:00" 16 2.437554158518651e-08 4.728566693756875e-08 2.2910125352382228e-08 False 0.1-0.8nm
"2021-04-08 00:45:00" 16 3.7002811925646033e-09 6.775335403830241e-09 3.075054211265637e-09 False 0.05-0.4nm
"2021-04-08 00:45:00" 16 2.353687733602782e-08 4.419091581553402e-08 2.0654038479506188e-08 False 0.1-0.8nm
"2021-04-08 00:46:00" 16 4.830489785945247e-09 8.145882191001874e-09 3.315392405056627e-09 False 0.05-0.4nm
"2021-04-08 00:46:00" 16 2.326080128511876e-08 4.485305993284783e-08 2.1592258647729058e-08 False 0.1-0.8nm
"2021-04-08 00:47:00" 16 4.42242686915506e-09 7.769604515317496e-09 3.3471772020732264e-09 False 0.05-0.4nm
"2021-04-08 00:47:00" 16 2.4305446544303767e-08 4.58508466749663e-08 2.154540013066253e-08 False 0.1-0.8nm
"2021-04-08 00:48:00" 16 4.406085718500208e-09 7.716179695194114e-09 3.310093976693906e-09 False 0.05-0.4nm
"2021-04-08 00:48:00" 16 2.344511251806125e-08 4.350363980165639e-08 2.005852905995198e-08 False 0.1-0.8nm
"2021-04-08 00:49:00" 16 5.087173349238583e-09 8.733426426488222e-09 3.646252855205034e-09 False 0.05-0.4nm
"2021-04-08 00:49:00" 16 2.250354569355295e-08 4.409303144825571e-08 2.15894875310596e-08 False 0.1-0.8nm
"2021-04-08 00:50:00" 16 4.263504660428907e-09 7.914467303749008e-09 3.6509626433200996e-09 False 0.05-0.4nm
"2021-04-08 00:50:00" 16 2.236101259711631e-08 4.346111381892115e-08 2.110010299816167e-08 False 0.1-0.8nm
"2021-04-08 00:51:00" 16 4.515050999742698e-09 8.040835552947101e-09 3.5257849972936132e-09 False 0.05-0.4nm
"2021-04-08 00:51:00" 16 2.464424397885523e-08 4.584118329375997e-08 2.119693931490474e-08 False 0.1-0.8nm
"2021-04-08 00:52:00" 16 4.550959609161964e-09 8.435092624381468e-09 3.884133459308714e-09 False 0.05-0.4nm
"2021-04-08 00:52:00" 16 2.3971823637225488e-08 4.6097568429104285e-08 2.2125744791878778e-08 False 0.1-0.8nm
"2021-04-08 00:53:00" 16 5.387971402370795e-09 9.006711820802593e-09 3.618740196387193e-09 False 0.05-0.4nm
"2021-04-08 00:53:00" 16 2.498589246613392e-08 4.6281204646447804e-08 2.1295312180313882e-08 False 0.1-0.8nm
"2021-04-08 00:54:00" 16 5.637684985515534e-09 9.40751476719015e-09 3.769829781674616e-09 False 0.05-0.4nm
"2021-04-08 00:54:00" 16 2.699413315099264e-08 4.91965437277031e-08 2.220240880035362e-08 False 0.1-0.8nm
"2021-04-08 00:55:00" 16 6.424050180697804e-09 1.014697836865252e-08 3.722927743865511e-09 False 0.05-0.4nm
"2021-04-08 00:55:00" 16 2.5671329950682772e-08 4.762236827104971e-08 2.195103832036693e-08 False 0.1-0.8nm
"2021-04-08 00:56:00" 16 5.50248913100404e-09 8.938769724409212e-09 3.4362805934051725e-09 False 0.05-0.4nm
"2021-04-08 00:56:00" 16 2.685168354332745e-08 4.772709871758707e-08 2.087541695061645e-08 False 0.1-0.8nm
"2021-04-08 00:57:00" 16 4.9558348536038466e-09 8.706580345574366e-09 3.7507454919705205e-09 False 0.05-0.4nm
"2021-04-08 00:57:00" 16 2.625588990667893e-08 4.852139312561121e-08 2.226550499528912e-08 False 0.1-0.8nm
"2021-04-08 00:58:00" 16 5.870817609832102e-09 9.373612996910197e-09 3.502795609122699e-09 False 0.05-0.4nm
"2021-04-08 00:58:00" 16 2.465259818507093e-08 4.6121471086735255e-08 2.1468872901664323e-08 False 0.1-0.8nm
"2021-04-08 00:59:00" 16 4.251640373098553e-09 7.65754659681761e-09 3.405906445763662e-09 False 0.05-0.4nm
"2021-04-08 00:59:00" 16 2.7504089672447662e-08 4.88971032552854e-08 2.13930118064809e-08 False 0.1-0.8nm
"2021-04-08 01:00:00" 16 5.138934167092657e-09 8.572793142036517e-09 3.4338587528992552e-09 False 0.05-0.4nm
"2021-04-08 01:00:00" 16 2.680407185096101e-08 4.838344835889074e-08 2.1579376507929727e-08 False 0.1-0.8nm
"2021-04-08 01:01:00" 16 4.503101003194843e-09 7.575945204507661e-09 3.072843979268214e-09 False 0.05-0.4nm
"2021-04-08 01:01:00" 16 2.587656844355024e-08 4.659329988498939e-08 2.071673321779599e-08 False 0.1-0.8nm
"2021-04-08 01:02:00" 16 4.341473403002283e-09 7.521235190210973e-09 3.17976178720869e-09 False 0.05-0.4nm
"2021-04-08 01:02:00" 16 2.625414907697632e-08 4.753608351393268e-08 2.1281934436956362e-08 False 0.1-0.8nm
"2021-04-08 01:03:00" 16 4.196484049145965e-09 7.549149749763728e-09 3.3526659226623683e-09 False 0.05-0.4nm
"2021-04-08 01:03:00" 16 2.9051070882246673e-08 5.013071557868898e-08 2.107964647279914e-08 False 0.1-0.8nm
"2021-04-08 01:04:00" 16 5.018371496134932e-09 8.279203989047801e-09 3.260832270868263e-09 False 0.05-0.4nm
"2021-04-08 01:04:00" 16 2.6095461791442173e-08 4.658187791051205e-08 2.048641611906987e-08 False 0.1-0.8nm
"2021-04-08 01:05:00" 16 4.215358728743013e-09 7.595208018074118e-09 3.3798492893311054e-09 False 0.05-0.4nm
"2021-04-08 01:05:00" 16 2.697261436424014e-08 4.7516053314211604e-08 2.054343894997146e-08 False 0.1-0.8nm
"2021-04-08 01:06:00" 16 4.232370010015529e-09 7.665582835159057e-09 3.4332128251435283e-09 False 0.05-0.4nm
"2021-04-08 01:06:00" 16 2.758344486153419e-08 4.771866457531359e-08 2.0135221490136243e-08 False 0.1-0.8nm
"2021-04-08 01:07:00" 16 4.711281142988355e-09 8.044435340082146e-09 3.333154419138395e-09 False 0.05-0.4nm
"2021-04-08 01:07:00" 16 2.593421122298878e-08 4.626170380106487e-08 2.032749257807609e-08 False 0.1-0.8nm
"2021-04-08 01:08:00" 16 4.45308412366785e-09 7.935530454972195e-09 3.4824463313043456e-09 False 0.05-0.4nm
"2021-04-08 01:08:00" 16 2.7157616599993162e-08 4.739726122693355e-08 2.023964285058355e-08 False 0.1-0.8nm
"2021-04-08 01:09:00" 16 4.583341262076601e-09 7.952995595417178e-09 3.3696541112959726e-09 False 0.05-0.4nm
"2021-04-08 01:09:00" 16 2.760718409433593e-08 4.701100664306068e-08 1.940382254872474e-08 False 0.1-0.8nm
"2021-04-08 01:10:00" 16 4.004979015093113e-09 7.381459443678296e-09 3.376480428585182e-09 False 0.05-0.4nm
"2021-04-08 01:10:00" 16 2.596933867948792e-08 4.57123725539077e-08 1.974303387441978e-08 False 0.1-0.8nm
"2021-04-08 01:11:00" 16 5.228557142800128e-09 8.653157301807823e-09 3.4245997149184863e-09 False 0.05-0.4nm
"2021-04-08 01:11:00" 16 2.91709572053378e-08 4.824304156159087e-08 1.9072082579896232e-08 False 0.1-0.8nm
"2021-04-08 01:12:00" 16 5.428668181650664e-09 8.906409831865858e-09 3.4777412061259842e-09 False 0.05-0.4nm
"2021-04-08 01:12:00" 16 2.876409155305737e-08 4.820121901616403e-08 1.943712568674982e-08 False 0.1-0.8nm
"2021-04-08 01:13:00" 16 5.980346884371102e-09 9.51796330639354e-09 3.537615977933228e-09 False 0.05-0.4nm
"2021-04-08 01:13:00" 16 2.7911488231779913e-08 4.747247217551376e-08 1.9560983943733842e-08 False 0.1-0.8nm
"2021-04-08 01:14:00" 16 6.1735327960832365e-09 9.300667791478645e-09 3.127134773350803e-09 False 0.05-0.4nm
"2021-04-08 01:14:00" 16 2.7772578903295653e-08 4.657098173765917e-08 1.879840461072035e-08 False 0.1-0.8nm
"2021-04-08 01:15:00" 16 6.528921403514687e-09 9.75040759243484e-09 3.221485966875548e-09 False 0.05-0.4nm
"2021-04-08 01:15:00" 16 2.906215534892453e-08 4.8543537189971175e-08 1.948138184104664e-08 False 0.1-0.8nm
"2021-04-08 01:16:00" 16 6.1295999387311895e-09 9.391592392660186e-09 3.261992675973601e-09 False 0.05-0.4nm
"2021-04-08 01:16:00" 16 2.8100680893317073e-08 4.739708359124961e-08 1.9296402697932532e-08 False 0.1-0.8nm
"2021-04-08 01:17:00" 16 6.743612779303022e-09 9.841073733696248e-09 3.097461176437832e-09 False 0.05-0.4nm
"2021-04-08 01:17:00" 16 2.864609527364336e-08 4.774010875507883e-08 1.909401348143546e-08 False 0.1-0.8nm
"2021-04-08 01:18:00" 16 5.565341965052539e-09 8.888944691420875e-09 3.3236033925021506e-09 False 0.05-0.4nm
"2021-04-08 01:18:00" 16 2.836375401216173e-08 4.761200145253497e-08 1.924824566401639e-08 False 0.1-0.8nm
"2021-04-08 01:19:00" 16 6.633194882255111e-09 9.805373402116402e-09 3.172178297816685e-09 False 0.05-0.4nm
"2021-04-08 01:19:00" 16 2.74050488968669e-08 4.632531513948379e-08 1.892026624261689e-08 False 0.1-0.8nm
"2021-04-08 01:20:00" 16 4.93953367097788e-09 8.115322636115252e-09 3.1757889651373712e-09 False 0.05-0.4nm
"2021-04-08 01:20:00" 16 2.7631170240738353e-08 4.679696985476767e-08 1.916580139038615e-08 False 0.1-0.8nm
"2021-04-08 01:21:00" 16 4.417865184791481e-09 7.575430949202655e-09 3.157565764411174e-09 False 0.05-0.4nm
"2021-04-08 01:21:00" 16 2.809237642509288e-08 4.712892121006007e-08 1.903654478496719e-08 False 0.1-0.8nm
"2021-04-08 01:22:00" 16 3.3475919813952264e-09 6.551641895669036e-09 3.204049692229205e-09 False 0.05-0.4nm
"2021-04-08 01:22:00" 16 2.867790449556651e-08 4.771919392965174e-08 1.9041291210442072e-08 False 0.1-0.8nm
"2021-04-08 01:23:00" 16 4.932079633590547e-09 8.24117751818676e-09 3.309098106640817e-09 False 0.05-0.4nm
"2021-04-08 01:23:00" 16 2.8717787259324723e-08 4.790107155372425e-08 1.918328429439952e-08 False 0.1-0.8nm
"2021-04-08 01:24:00" 16 4.718626378519275e-09 7.954535696796938e-09 3.235909540322268e-09 False 0.05-0.4nm
"2021-04-08 01:24:00" 16 2.6951706644240403e-08 4.622954463684436e-08 1.927783799260396e-08 False 0.1-0.8nm
"2021-04-08 01:25:00" 16 4.912860784855866e-09 8.366518144953261e-09 3.4536575821420006e-09 False 0.05-0.4nm
"2021-04-08 01:25:00" 16 3.017557759221745e-08 4.960511290619251e-08 1.9429535313975063e-08 False 0.1-0.8nm
"2021-04-08 01:26:00" 16 5.21128340480459e-09 8.419171138029924e-09 3.2078875111807292e-09 False 0.05-0.4nm
"2021-04-08 01:26:00" 16 2.82837131493352e-08 4.772833150923361e-08 1.944461658354157e-08 False 0.1-0.8nm
"2021-04-08 01:27:00" 16 4.342147974512045e-09 7.719521910587446e-09 3.3773741581200052e-09 False 0.05-0.4nm
"2021-04-08 01:27:00" 16 2.789493969146406e-08 4.7514998158249e-08 1.962005846678494e-08 False 0.1-0.8nm
"2021-04-08 01:28:00" 16 3.968815498467393e-09 7.412332525547073e-09 3.4435170270796793e-09 False 0.05-0.4nm
"2021-04-08 01:28:00" 16 2.7317140549598662e-08 4.713876222695035e-08 1.9821619900994844e-08 False 0.1-0.8nm
"2021-04-08 01:29:00" 16 4.089800054174475e-09 7.364219456462707e-09 3.274419624332836e-09 False 0.05-0.4nm
"2021-04-08 01:29:00" 16 2.83168191117511e-08 4.8146389985959104e-08 1.982956909785116e-08 False 0.1-0.8nm
"2021-04-08 01:30:00" 16 4.957496191337896e-09 8.25761503620015e-09 3.300119066906859e-09 False 0.05-0.4nm
"2021-04-08 01:30:00" 16 2.7773618072046702e-08 4.763203165225604e-08 1.985841358020934e-08 False 0.1-0.8nm
"2021-04-08 01:31:00" 16 5.656072499249376e-09 8.905126414049391e-09 3.249053470710805e-09 False 0.05-0.4nm
"2021-04-08 01:31:00" 16 2.7908972910495322e-08 4.7589328033836864e-08 1.9680355123341542e-08 False 0.1-0.8nm
"2021-04-08 01:32:00" 16 3.8519045730822654e-09 7.053774897514132e-09 3.201870102387261e-09 False 0.05-0.4nm
"2021-04-08 01:32:00" 16 2.848373803487902e-08 4.81470934232675e-08 1.966335716474532e-08 False 0.1-0.8nm
"2021-04-08 01:33:00" 16 4.571267364639198e-09 7.747399166646574e-09 3.176132024051981e-09 False 0.05-0.4nm
"2021-04-08 01:33:00" 16 2.992652525790618e-08 4.9635865195796214e-08 1.9709338161533193e-08 False 0.1-0.8nm
"2021-04-08 01:34:00" 16 5.350266008008475e-09 8.583040944643017e-09 3.232775158679146e-09 False 0.05-0.4nm
"2021-04-08 01:34:00" 16 2.8021631237606922e-08 4.752606841407214e-08 1.9504438952822053e-08 False 0.1-0.8nm
"2021-04-08 01:35:00" 16 3.9716478994478174e-09 7.177573646544034e-09 3.205925747096216e-09 False 0.05-0.4nm
"2021-04-08 01:35:00" 16 2.734531179271471e-08 4.702014422264256e-08 1.9674832429927843e-08 False 0.1-0.8nm
"2021-04-08 01:36:00" 16 3.8542138369734866e-09 7.035025451074261e-09 3.180811392056171e-09 False 0.05-0.4nm
"2021-04-08 01:36:00" 16 2.7043745021160238e-08 4.6828073863025566e-08 1.978432884186531e-08 False 0.1-0.8nm
"2021-04-08 01:37:00" 16 4.483548199374354e-09 7.764637821594533e-09 3.2810891781309692e-09 False 0.05-0.4nm
"2021-04-08 01:37:00" 16 2.7969038640662802e-08 4.773764317178575e-08 1.97686027547661e-08 False 0.1-0.8nm
"2021-04-08 01:38:00" 16 4.496024885725092e-09 7.679707536567548e-09 3.183683094931666e-09 False 0.05-0.4nm
"2021-04-08 01:38:00" 16 2.647298025237887e-08 4.574365064513586e-08 1.927067216911382e-08 False 0.1-0.8nm
"2021-04-08 01:39:00" 16 4.984292978349458e-09 8.186211708505198e-09 3.201919174244949e-09 False 0.05-0.4nm
"2021-04-08 01:39:00" 16 2.5627649336001923e-08 4.4663099885156043e-08 1.903545054915412e-08 False 0.1-0.8nm
"2021-04-08 01:40:00" 16 4.802479303123164e-09 8.164891873718716e-09 3.3624123485509476e-09 False 0.05-0.4nm
"2021-04-08 01:40:00" 16 2.498173223841604e-08 4.42105942966009e-08 1.92288638345417e-08 False 0.1-0.8nm
"2021-04-08 01:41:00" 16 4.4184522707269025e-09 7.483735409152814e-09 3.065282916381306e-09 False 0.05-0.4nm
"2021-04-08 01:41:00" 16 2.5774985701332288e-08 4.470510006626682e-08 1.8930112588577682e-08 False 0.1-0.8nm
"2021-04-08 01:42:00" 16 4.637848771693598e-09 7.838296234297104e-09 3.200447240558901e-09 False 0.05-0.4nm
"2021-04-08 01:42:00" 16 2.7417149439656893e-08 4.569075784388587e-08 1.827361018058582e-08 False 0.1-0.8nm
"2021-04-08 01:43:00" 16 5.303439465365045e-09 8.6237248453358e-09 3.320285824059965e-09 False 0.05-0.4nm
"2021-04-08 01:43:00" 16 2.5189585528551103e-08 4.3289077211738913e-08 1.80994916831878e-08 False 0.1-0.8nm
"2021-04-08 01:44:00" 16 4.862118707649188e-09 8.07602251740036e-09 3.213903365661963e-09 False 0.05-0.4nm
"2021-04-08 01:44:00" 16 2.6759796156738948e-08 4.509029238874973e-08 1.833049800836761e-08 False 0.1-0.8nm
"2021-04-08 01:45:00" 16 4.191736291403458e-09 7.392038980924554e-09 3.200302689521095e-09 False 0.05-0.4nm
"2021-04-08 01:45:00" 16 2.5774637535391772e-08 4.4435878976401e-08 1.866124321736606e-08 False 0.1-0.8nm
"2021-04-08 01:46:00" 16 5.40338707111232e-09 8.687830899134497e-09 3.284443383932966e-09 False 0.05-0.4nm
"2021-04-08 01:46:00" 16 2.607385418684771e-08 4.474762249628838e-08 1.867377008579751e-08 False 0.1-0.8nm
"2021-04-08 01:47:00" 16 5.436443295536719e-09 8.667538686779608e-09 3.231095391242888e-09 False 0.05-0.4nm
"2021-04-08 01:47:00" 16 2.656971531678209e-08 4.5196255626933635e-08 1.862654031015154e-08 False 0.1-0.8nm
"2021-04-08 01:48:00" 16 6.375405980918458e-09 9.827329172651389e-09 3.45192319173293e-09 False 0.05-0.4nm
"2021-04-08 01:48:00" 16 2.591329639756168e-08 4.457871227714349e-08 1.866541765593865e-08 False 0.1-0.8nm
"2021-04-08 01:49:00" 16 7.412941815942987e-09 1.066066523947029e-08 3.2477240896611193e-09 False 0.05-0.4nm
"2021-04-08 01:49:00" 16 2.7670921554090452e-08 4.62450060467745e-08 1.857408271632721e-08 False 0.1-0.8nm
