timestamp satellite flux energy
"2021-03-04 12:55:00" 16 1.4808649417830111e-08 0.05-0.4nm
"2021-03-04 12:55:00" 16 4.9392788525892684e-08 0.1-0.8nm
"2021-03-04 12:56:00" 16 1.423940432232484e-08 0.05-0.4nm
"2021-03-04 12:56:00" 16 4.6160447908505375e-08 0.1-0.8nm
"2021-03-04 12:57:00" 16 1.4260050917869189e-08 0.05-0.4nm
"2021-03-04 12:57:00" 16 4.430226852036867e-08 0.1-0.8nm
"2021-03-04 12:58:00" 16 1.493044443634517e-08 0.05-0.4nm
"2021-03-04 12:58:00" 16 4.651609586403538e-08 0.1-0.8nm
"2021-03-04 12:59:00" 16 1.602420951485328e-08 0.05-0.4nm
"2021-03-04 12:59:00" 16 4.8453589585051304e-08 0.1-0.8nm
"2021-03-04 13:00:00" 16 1.4959582017581852e-08 0.05-0.4nm
"2021-03-04 13:00:00" 16 4.9468788176909584e-08 0.1-0.8nm
"2021-03-04 13:01:00" 16 1.630146684306055e-08 0.05-0.4nm
"2021-03-04 13:01:00" 16 4.9052619743861214e-08 0.1-0.8nm
"2021-03-04 13:02:00" 16 1.620668577118067e-08 0.05-0.4nm
"2021-03-04 13:02:00" 16 4.828802957490552e-08 0.1-0.8nm
"2021-03-04 13:03:00" 16 1.763132218002283e-08 0.05-0.4nm
"2021-03-04 13:03:00" 16 4.728559943600885e-08 0.1-0.8nm
"2021-03-04 13:04:00" 16 1.5626035576588028e-08 0.05-0.4nm
"2021-03-04 13:04:00" 16 4.714005896744311e-08 0.1-0.8nm
"2021-03-04 13:05:00" 16 1.499569890484053e-08 0.05-0.4nm
"2021-03-04 13:05:00" 16 4.3153601581025214e-08 0.1-0.8nm
"2021-03-04 13:06:00" 16 1.621014789066066e-08 0.05-0.4nm
"2021-03-04 13:06:00" 16 4.502605577272334e-08 0.1-0.8nm
"2021-03-04 13:07:00" 16 1.4932284742030778e-08 0.05-0.4nm
"2021-03-04 13:07:00" 16 4.706863165893082e-08 0.1-0.8nm
"2021-03-04 13:08:00" 16 1.790129644518856e-08 0.05-0.4nm
"2021-03-04 13:08:00" 16 4.635209194248091e-08 0.1-0.8nm
"2021-03-04 13:09:00" 16 1.715639896815446e-08 0.05-0.4nm
"2021-03-04 13:09:00" 16 4.575333534262427e-08 0.1-0.8nm
"2021-03-04 13:10:00" 16 1.798301241251465e-08 0.05-0.4nm
"2021-03-04 13:10:00" 16 4.967737154970564e-08 0.1-0.8nm
"2021-03-04 13:11:00" 16 1.642822766712015e-08 0.05-0.4nm
"2021-03-04 13:11:00" 16 4.790855712144548e-08 0.1-0.8nm
"2021-03-04 13:12:00" 16 1.62530255920501e-08 0.05-0.4nm
"2021-03-04 13:12:00" 16 4.856420687815444e-08 0.1-0.8nm
"2021-03-04 13:13:00" 16 1.9002698081749262e-08 0.05-0.4nm
"2021-03-04 13:13:00" 16 4.804300957061969e-08 0.1-0.8nm
"2021-03-04 13:14:00" 16 1.895554824216105e-08 0.05-0.4nm
"2021-03-04 13:14:00" 16 4.8394852569799696e-08 0.1-0.8nm
"2021-03-04 13:15:00" 16 1.611017275138238e-08 0.05-0.4nm
"2021-03-04 13:15:00" 16 4.994390678803029e-08 0.1-0.8nm
"2021-03-04 13:16:00" 16 1.7798880591612942e-08 0.05-0.4nm
"2021-03-04 13:16:00" 16 5.148118376041566e-08 0.1-0.8nm
"2021-03-04 13:17:00" 16 1.6625865129071823e-08 0.05-0.4nm
"2021-03-04 13:17:00" 16 4.700950739788823e-08 0.1-0.8nm
"2021-03-04 13:18:00" 16 1.421567485948571e-08 0.05-0.4nm
"2021-03-04 13:18:00" 16 4.6632830930093405e-08 0.1-0.8nm
"2021-03-04 13:19:00" 16 1.5229126404392442e-08 0.05-0.4nm
"2021-03-04 13:19:00" 16 4.812351050986763e-08 0.1-0.8nm
"2021-03-04 13:20:00" 16 1.627618750887904e-08 0.05-0.4nm
"2021-03-04 13:20:00" 16 4.913614759516349e-08 0.1-0.8nm
"2021-03-04 13:21:00" 16 1.432776208787345e-08 0.05-0.4nm
"2021-03-04 13:21:00" 16 4.6783057428001484e-08 0.1-0.8nm
