timestamp Horiz_nal
"2021-04-14 00:01:00" 7015.0
"2021-04-14 00:02:00" 7013.2
"2021-04-14 00:03:00" 7011.1
"2021-04-14 00:04:00" 7010.0
"2021-04-14 00:05:00" 7010.2
"2021-04-14 00:06:00" 7009.5
"2021-04-14 00:07:00" 7008.4
"2021-04-14 00:08:00" 7008.2
"2021-04-14 00:09:00" 7007.5
"2021-04-14 00:10:00" 7007.0
"2021-04-14 00:11:00" 7007.2
"2021-04-14 00:12:00" 7007.7
"2021-04-14 00:13:00" 7007.7
"2021-04-14 00:14:00" 7008.5
"2021-04-14 00:15:00" 7009.2
"2021-04-14 00:16:00" 7008.4
"2021-04-14 00:17:00" 7007.7
"2021-04-14 00:18:00" 7007.3
"2021-04-14 00:19:00" 7007.3
"2021-04-14 00:20:00" 7007.6
"2021-04-14 00:21:00" 7008.7
"2021-04-14 00:22:00" 7009.6
"2021-04-14 00:23:00" 7010.1
"2021-04-14 00:24:00" 7010.5
"2021-04-14 00:25:00" 7011.2
"2021-04-14 00:26:00" 7011.6
"2021-04-14 00:27:00" 7012.0
"2021-04-14 00:28:00" 7012.2
"2021-04-14 00:29:00" 7011.5
"2021-04-14 00:30:00" 7010.5
"2021-04-14 00:31:00" 7009.7
"2021-04-14 00:32:00" 7009.6
"2021-04-14 00:33:00" 7008.9
"2021-04-14 00:34:00" 7007.3
"2021-04-14 00:35:00" 7006.2
"2021-04-14 00:36:00" 7007.0
"2021-04-14 00:37:00" 7008.0
"2021-04-14 00:38:00" 7008.5
"2021-04-14 00:39:00" 7008.5
"2021-04-14 00:40:00" 7007.9
"2021-04-14 00:41:00" 7007.4
"2021-04-14 00:42:00" 7006.9
"2021-04-14 00:43:00" 7006.0
"2021-04-14 00:44:00" 7005.4
"2021-04-14 00:45:00" 7004.6
"2021-04-14 00:46:00" 7003.6
"2021-04-14 00:47:00" 7003.3
"2021-04-14 00:48:00" 7002.9
"2021-04-14 00:49:00" 7002.3
"2021-04-14 00:50:00" 7001.4
"2021-04-14 00:51:00" 7001.9
"2021-04-14 00:52:00" 7002.3
"2021-04-14 00:53:00" 7002.9
"2021-04-14 00:54:00" 7003.1
"2021-04-14 00:55:00" 7003.5
"2021-04-14 00:56:00" 7003.5
"2021-04-14 00:57:00" 7003.3
"2021-04-14 00:58:00" 7003.2
"2021-04-14 00:59:00" 7002.9
"2021-04-14 01:00:00" 7002.9
"2021-04-14 01:01:00" 7002.1
"2021-04-14 01:02:00" 7001.6
"2021-04-14 01:03:00" 7001.3
"2021-04-14 01:04:00" 7001.4
"2021-04-14 01:05:00" 7001.9
"2021-04-14 01:06:00" 7003.2
"2021-04-14 01:07:00" 7004.3
"2021-04-14 01:08:00" 7005.4
"2021-04-14 01:09:00" 7006.6
"2021-04-14 01:10:00" 7007.9
"2021-04-14 01:11:00" 7009.3
"2021-04-14 01:12:00" 7010.3
"2021-04-14 01:13:00" 7011.2
"2021-04-14 01:14:00" 7012.0
"2021-04-14 01:15:00" 7012.3
"2021-04-14 01:16:00" 7011.9
"2021-04-14 01:17:00" 7011.6
"2021-04-14 01:18:00" 7011.0
"2021-04-14 01:19:00" 7010.6
"2021-04-14 01:20:00" 7010.5
"2021-04-14 01:21:00" 7010.9
"2021-04-14 01:22:00" 7011.3
"2021-04-14 01:23:00" 7011.7
"2021-04-14 01:24:00" 7011.8
"2021-04-14 01:25:00" 7011.8
"2021-04-14 01:26:00" 7012.1
"2021-04-14 01:27:00" 7012.2
"2021-04-14 01:28:00" 7011.4
"2021-04-14 01:29:00" 7011.2
"2021-04-14 01:30:00" 7011.4
"2021-04-14 01:31:00" 7011.1
"2021-04-14 01:32:00" 7011.3
"2021-04-14 01:33:00" 7011.3
"2021-04-14 01:34:00" 7010.9
"2021-04-14 01:35:00" 7011.1
"2021-04-14 01:36:00" 7011.1
"2021-04-14 01:37:00" 7011.4
"2021-04-14 01:38:00" 7011.3
"2021-04-14 01:39:00" 7010.0
"2021-04-14 01:40:00" 7009.3
"2021-04-14 01:41:00" 7009.2
"2021-04-14 01:42:00" 7009.2
"2021-04-14 01:43:00" 7009.7
"2021-04-14 01:44:00" 7009.7
"2021-04-14 01:45:00" 7009.5
"2021-04-14 01:46:00" 7009.5
"2021-04-14 01:47:00" 7009.7
"2021-04-14 01:48:00" 7010.2
"2021-04-14 01:49:00" 7010.2
"2021-04-14 01:50:00" 7010.5
"2021-04-14 01:51:00" 7011.4
"2021-04-14 01:52:00" 7012.4
"2021-04-14 01:53:00" 7012.8
"2021-04-14 01:54:00" 7012.4
"2021-04-14 01:55:00" 7012.4
"2021-04-14 01:56:00" 7012.0
"2021-04-14 01:57:00" 7011.4
"2021-04-14 01:58:00" 7010.1
"2021-04-14 01:59:00" 7009.0
"2021-04-14 02:00:00" 7008.0
"2021-04-14 02:01:00" 7007.2
"2021-04-14 02:02:00" 7006.5
"2021-04-14 02:03:00" 7006.0
"2021-04-14 02:04:00" 7005.5
"2021-04-14 02:05:00" 7005.8
"2021-04-14 02:06:00" 7006.8
"2021-04-14 02:07:00" 7007.4
"2021-04-14 02:08:00" 7007.9
"2021-04-14 02:09:00" 7008.1
"2021-04-14 02:10:00" 7008.8
"2021-04-14 02:11:00" 7008.4
"2021-04-14 02:12:00" 7007.2
"2021-04-14 02:13:00" 7005.6
"2021-04-14 02:14:00" 7004.1
"2021-04-14 02:15:00" 7002.6
"2021-04-14 02:16:00" 7002.0
"2021-04-14 02:17:00" 7001.7
"2021-04-14 02:18:00" 7001.1
"2021-04-14 02:19:00" 7001.6
"2021-04-14 02:20:00" 7000.3
"2021-04-14 02:21:00" 7000.2
"2021-04-14 02:22:00" 7000.9
"2021-04-14 02:23:00" 7002.3
"2021-04-14 02:24:00" 7003.1
"2021-04-14 02:25:00" 7004.2
"2021-04-14 02:26:00" 7006.8
"2021-04-14 02:27:00" 7009.7
"2021-04-14 02:28:00" 7011.5
"2021-04-14 02:29:00" 7012.8
"2021-04-14 02:30:00" 7013.5
"2021-04-14 02:31:00" 7012.3
"2021-04-14 02:32:00" 7011.8
"2021-04-14 02:33:00" 7011.3
"2021-04-14 02:34:00" 7008.9
"2021-04-14 02:35:00" 7007.9
"2021-04-14 02:36:00" 7008.4
"2021-04-14 02:37:00" 7009.7
"2021-04-14 02:38:00" 7010.0
"2021-04-14 02:39:00" 7009.1
"2021-04-14 02:40:00" 7007.6
"2021-04-14 02:41:00" 7006.0
"2021-04-14 02:42:00" 7005.7
"2021-04-14 02:43:00" 7006.5
"2021-04-14 02:44:00" 7006.9
"2021-04-14 02:45:00" 7008.5
"2021-04-14 02:46:00" 7009.2
"2021-04-14 02:47:00" 7009.2
"2021-04-14 02:48:00" 7010.3
"2021-04-14 02:49:00" 7011.5
"2021-04-14 02:50:00" 7012.3
"2021-04-14 02:51:00" 7012.9
"2021-04-14 02:52:00" 7012.4
"2021-04-14 02:53:00" 7012.3
"2021-04-14 02:54:00" 7012.5
"2021-04-14 02:55:00" 7010.5
"2021-04-14 02:56:00" 7009.3
"2021-04-14 02:57:00" 7007.3
"2021-04-14 02:58:00" 7005.6
"2021-04-14 02:59:00" 7004.4
"2021-04-14 03:00:00" 7003.9
"2021-04-14 03:01:00" 7004.1
"2021-04-14 03:02:00" 7004.1
"2021-04-14 03:03:00" 7003.6
"2021-04-14 03:04:00" 7003.0
"2021-04-14 03:05:00" 7003.1
"2021-04-14 03:06:00" 7004.1
"2021-04-14 03:07:00" 7007.0
"2021-04-14 03:08:00" 7008.5
"2021-04-14 03:09:00" 7009.3
"2021-04-14 03:10:00" 7011.4
"2021-04-14 03:11:00" 7012.1
"2021-04-14 03:12:00" 7010.7
"2021-04-14 03:13:00" 7009.9
"2021-04-14 03:14:00" 7009.9
"2021-04-14 03:15:00" 7010.5
"2021-04-14 03:16:00" 7010.4
"2021-04-14 03:17:00" 7008.4
"2021-04-14 03:18:00" 7007.4
"2021-04-14 03:19:00" 7005.5
"2021-04-14 03:20:00" 7004.0
"2021-04-14 03:21:00" 7003.1
"2021-04-14 03:22:00" 7002.0
"2021-04-14 03:23:00" 6996.6
"2021-04-14 03:24:00" 6993.5
"2021-04-14 03:25:00" 6998.8
"2021-04-14 03:26:00" 7005.1
"2021-04-14 03:27:00" 7008.9
"2021-04-14 03:28:00" 7013.2
"2021-04-14 03:29:00" 7017.7
"2021-04-14 03:30:00" 7022.4
"2021-04-14 03:31:00" 7026.5
"2021-04-14 03:32:00" 7029.1
"2021-04-14 03:33:00" 7029.7
"2021-04-14 03:34:00" 7028.4
"2021-04-14 03:35:00" 7026.1
"2021-04-14 03:36:00" 7023.9
"2021-04-14 03:37:00" 7020.0
"2021-04-14 03:38:00" 7016.3
"2021-04-14 03:39:00" 7014.1
"2021-04-14 03:40:00" 7013.7
"2021-04-14 03:41:00" 7012.4
"2021-04-14 03:42:00" 7010.7
"2021-04-14 03:43:00" 7009.7
"2021-04-14 03:44:00" 7010.7
"2021-04-14 03:45:00" 7012.0
"2021-04-14 03:46:00" 7012.2
"2021-04-14 03:47:00" 7010.2
"2021-04-14 03:48:00" 7009.1
"2021-04-14 03:49:00" 7008.0
"2021-04-14 03:50:00" 7006.6
"2021-04-14 03:51:00" 7006.1
"2021-04-14 03:52:00" 7005.7
"2021-04-14 03:53:00" 7006.3
"2021-04-14 03:54:00" 7007.6
"2021-04-14 03:55:00" 7009.0
"2021-04-14 03:56:00" 7007.3
"2021-04-14 03:57:00" 7004.6
"2021-04-14 03:58:00" 7003.9
"2021-04-14 03:59:00" 7003.2
"2021-04-14 04:00:00" 7003.8
"2021-04-14 04:01:00" 7004.3
"2021-04-14 04:02:00" 7005.7
"2021-04-14 04:03:00" 7007.3
"2021-04-14 04:04:00" 7008.3
"2021-04-14 04:05:00" 7008.4
"2021-04-14 04:06:00" 7008.9
"2021-04-14 04:07:00" 7010.0
"2021-04-14 04:08:00" 7009.5
"2021-04-14 04:09:00" 7006.0
"2021-04-14 04:10:00" 7002.3
"2021-04-14 04:11:00" 6998.2
"2021-04-14 04:12:00" 6995.7
"2021-04-14 04:13:00" 6992.6
"2021-04-14 04:14:00" 6990.3
"2021-04-14 04:15:00" 6987.1
"2021-04-14 04:16:00" 6986.2
"2021-04-14 04:17:00" 6987.7
